;school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
176.0;GP;M;15;U;LE3;T;1;2;other;other;course;mother;2;1;0;no;no;no;yes;yes;yes;no;no;4;4;4;2;4;5;2;8;9;10
177.0;GP;M;16;U;GT3;T;1;3;at_home;services;course;father;1;1;1;no;no;no;no;yes;no;yes;no;5;3;3;1;4;2;2;9;8;8
178.0;GP;M;17;R;LE3;T;1;1;other;services;course;mother;4;2;0;no;no;no;yes;yes;no;no;yes;5;3;5;1;5;5;0;8;8;8
180.0;GP;M;16;U;GT3;T;2;2;other;other;course;father;1;2;0;no;no;no;no;yes;no;yes;no;4;3;5;2;4;4;0;9;10;11
185.0;GP;M;16;U;GT3;T;1;0;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;2;1;1;3;0;16;17;18
187.0;GP;F;16;U;GT3;T;1;3;at_home;services;home;mother;1;2;0;no;no;no;yes;no;yes;yes;yes;4;3;5;1;1;3;0;14;13;13
190.0;GP;F;16;U;GT3;T;2;2;services;other;reputation;mother;2;2;0;no;no;no;yes;no;yes;yes;no;3;4;4;1;4;5;0;13;12;14
216.0;GP;F;17;U;GT3;T;1;1;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;no;no;4;4;4;1;3;1;0;14;15;15
222.0;GP;F;16;U;GT3;T;1;1;at_home;other;home;mother;2;1;0;no;yes;no;no;yes;yes;no;no;4;3;2;1;4;5;2;12;13;13
232.0;GP;F;17;U;GT3;T;2;3;at_home;other;home;father;2;1;0;no;yes;no;no;yes;yes;no;no;3;3;3;1;4;3;4;12;13;13
234.0;GP;F;17;R;GT3;T;2;1;at_home;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;5;1;2;5;0;11;10;11
242.0;GP;M;18;U;LE3;T;2;1;at_home;other;course;mother;4;2;0;yes;yes;no;yes;yes;yes;yes;yes;4;3;2;4;5;3;2;9;10;11
248.0;GP;M;16;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;3;4;2;1;1;5;2;9;9;9
249.0;GP;M;16;U;GT3;T;3;2;at_home;other;reputation;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;3;2;0;12;12;12
260.0;GP;F;16;U;GT3;T;1;2;other;other;course;mother;1;1;0;no;no;no;no;yes;no;yes;no;5;3;5;1;2;5;4;12;11;11
261.0;GP;F;17;R;GT3;T;2;1;at_home;services;course;mother;3;2;0;no;no;no;yes;yes;yes;no;no;2;1;1;1;1;3;2;13;13;13
265.0;GP;F;17;R;LE3;T;1;1;at_home;other;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;1;3;5;4;15;14;15
272.0;GP;M;17;R;GT3;T;1;1;other;other;home;father;2;3;0;no;no;no;no;no;yes;yes;yes;4;3;3;1;1;1;2;13;14;15
277.0;GP;F;17;U;GT3;T;1;1;other;services;course;father;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;4;1;2;5;4;11;10;11
278.0;GP;M;17;U;GT3;T;2;3;other;other;course;father;2;1;0;no;no;no;no;yes;yes;yes;no;5;2;2;1;1;2;2;9;12;13
281.0;GP;M;16;U;GT3;T;0;2;other;other;other;mother;1;1;0;no;no;no;no;no;yes;yes;no;4;3;2;2;4;5;0;11;12;11
283.0;GP;M;16;U;GT3;T;3;3;at_home;other;reputation;other;3;2;1;yes;yes;no;no;no;yes;yes;no;5;3;3;1;3;2;4;9;11;10
284.0;GP;M;18;U;GT3;T;2;1;services;services;other;mother;1;1;2;no;no;no;no;no;no;yes;no;3;2;5;2;5;5;4;7;8;6
285.0;GP;M;16;R;GT3;T;2;1;other;other;course;mother;2;1;0;no;no;no;yes;no;yes;no;no;3;3;2;1;3;3;2;14;13;12
286.0;GP;M;17;R;GT3;T;2;1;other;other;course;mother;1;1;0;no;no;no;no;no;yes;yes;no;4;4;2;2;4;5;0;12;12;13
287.0;GP;M;17;U;LE3;T;1;1;health;other;course;mother;2;1;1;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;2;5;0;9;10;10
288.0;GP;F;18;U;LE3;A;2;1;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;yes;4;3;4;1;3;5;2;12;12;13
296.0;GP;M;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;2;4;1;2;4;2;16;16;16
307.0;GP;M;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;4;3;4;5;0;11;11;14
313.0;GP;F;18;U;LE3;T;1;1;other;other;home;mother;2;2;0;no;yes;no;no;no;yes;no;no;4;4;3;1;1;3;2;13;13;13
314.0;GP;M;17;R;GT3;T;1;2;at_home;at_home;home;mother;1;2;0;no;yes;no;yes;no;yes;no;yes;3;5;2;2;2;1;2;16;17;18
327.0;GP;F;18;R;LE3;T;1;1;at_home;other;reputation;mother;2;4;0;no;yes;no;yes;yes;yes;no;no;5;2;2;1;1;3;2;17;17;18
328.0;GP;F;18;U;GT3;T;1;1;other;other;home;mother;2;2;0;yes;no;no;yes;yes;yes;yes;no;5;4;4;1;1;4;0;12;13;13
331.0;GP;M;17;U;GT3;T;1;1;other;other;reputation;father;1;2;0;no;no;no;no;no;yes;yes;no;4;3;3;1;2;4;0;12;12;12
332.0;GP;F;18;U;GT3;T;2;2;at_home;at_home;other;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;2;2;0;18;18;18
333.0;GP;F;17;U;GT3;T;1;1;services;teacher;reputation;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;3;0;13;13;14
340.0;GP;M;17;U;GT3;T;3;3;health;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;4;3;1;3;5;0;14;15;15
350.0;GP;M;19;R;LE3;T;2;1;at_home;services;course;mother;2;3;1;no;no;no;yes;yes;yes;yes;yes;4;3;1;1;1;5;0;9;10;11
355.0;GP;F;17;U;GT3;T;2;3;other;other;course;father;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;1;1;1;3;2;11;12;14
359.0;GP;F;17;R;GT3;T;3;4;at_home;services;course;father;1;3;0;no;yes;no;yes;no;yes;yes;no;4;3;4;2;5;5;2;15;15;17
367.0;GP;F;17;U;LE3;T;2;1;other;other;home;father;1;2;0;no;no;no;yes;yes;yes;yes;no;4;2;3;2;2;2;2;11;12;14
370.0;GP;F;19;U;LE3;A;1;1;other;other;course;other;3;2;2;no;yes;no;no;no;yes;yes;yes;5;3;4;1;1;4;2;8;8;9
371.0;GP;F;18;U;GT3;T;2;2;other;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;3;5;2;4;5;2;10;10;10
375.0;GP;F;17;U;LE3;T;0;2;at_home;at_home;home;father;2;3;0;no;no;no;no;yes;yes;yes;no;3;3;3;2;3;2;0;14;14;15
376.0;GP;F;18;U;GT3;T;1;1;other;other;home;mother;2;3;0;no;no;no;yes;yes;yes;yes;no;4;5;5;1;2;2;0;14;14;14
378.0;GP;M;17;U;GT3;T;3;3;other;services;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;4;3;5;3;5;5;0;17;18;17
382.0;GP;F;17;U;GT3;T;3;3;at_home;other;course;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;2;5;2;5;5;2;11;12;11
383.0;GP;M;18;U;LE3;T;2;2;other;other;course;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;5;5;2;4;5;0;11;11;12
384.0;GP;M;19;R;GT3;T;3;2;at_home;services;home;other;1;1;0;no;yes;no;no;no;yes;no;yes;5;3;4;2;2;5;0;11;10;10
385.0;GP;F;18;U;GT3;T;2;2;at_home;other;course;mother;4;2;0;no;no;no;yes;yes;yes;no;yes;4;2;5;1;1;2;2;10;9;10
421.0;GP;F;20;U;GT3;T;1;0;other;other;reputation;mother;2;1;1;yes;no;no;no;yes;yes;yes;yes;5;3;1;1;1;5;5;8;10;10
425.0;MS;F;15;R;GT3;T;1;1;at_home;services;other;mother;1;1;1;no;yes;no;no;yes;yes;no;yes;4;1;3;1;1;2;6;10;10;10
428.0;MS;F;15;R;LE3;T;2;1;at_home;other;home;mother;2;1;0;no;no;no;no;yes;no;no;no;1;3;4;1;1;1;0;6;8;9
430.0;MS;M;16;U;GT3;A;1;2;other;other;other;mother;1;3;0;yes;no;no;no;yes;yes;yes;no;4;4;3;1;1;5;0;10;11;11
431.0;MS;F;17;R;GT3;T;3;2;at_home;other;course;father;1;2;1;no;no;no;no;yes;yes;no;yes;4;5;4;1;2;5;0;10;10;10
432.0;MS;F;17;R;GT3;T;1;1;other;other;other;father;1;1;1;no;yes;no;no;no;no;yes;no;5;4;4;2;2;5;0;6;6;7
434.0;MS;F;16;U;LE3;A;2;2;at_home;other;reputation;mother;2;4;0;no;no;no;yes;no;no;no;yes;1;2;1;1;1;1;4;10;9;11
435.0;MS;F;15;R;LE3;T;1;1;at_home;services;reputation;father;2;2;0;no;yes;no;no;yes;yes;yes;no;5;4;3;1;2;4;0;10;10;10
436.0;MS;F;15;R;LE3;T;1;1;other;services;course;mother;2;1;1;no;yes;no;no;yes;yes;yes;yes;4;4;3;1;2;2;4;6;7;8
437.0;MS;F;16;R;GT3;T;0;2;other;other;other;mother;2;1;0;no;yes;no;yes;yes;yes;no;no;3;2;3;1;2;2;0;12;11;12
440.0;MS;M;16;U;GT3;T;1;1;at_home;services;home;mother;2;2;0;no;yes;no;yes;yes;yes;no;yes;5;4;5;4;5;3;0;7;0;0
449.0;MS;F;15;R;GT3;T;1;2;other;services;course;mother;2;1;0;no;no;no;no;yes;yes;no;no;5;1;2;1;1;1;3;11;13;13
454.0;MS;F;16;U;GT3;T;1;2;other;services;course;mother;1;3;1;no;yes;no;no;yes;yes;no;no;1;3;2;1;2;4;3;9;8;8
455.0;MS;F;15;U;GT3;T;2;1;at_home;other;home;mother;1;2;0;yes;yes;no;no;no;yes;yes;no;4;4;2;3;3;2;0;9;10;9
457.0;MS;M;17;R;LE3;T;1;2;at_home;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;5;5;5;5;5;3;4;10;11;11
458.0;MS;F;16;R;GT3;T;1;1;other;other;home;father;4;4;0;no;yes;no;no;no;yes;yes;no;4;3;2;1;1;1;0;13;10;13
459.0;MS;F;16;R;GT3;T;1;1;at_home;other;other;father;4;3;0;yes;yes;no;no;yes;yes;no;no;4;4;3;1;1;5;2;10;9;10
460.0;MS;F;15;R;GT3;T;1;1;at_home;other;home;father;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;2;1;11;10;11
461.0;MS;F;16;R;GT3;T;1;1;at_home;other;other;mother;2;1;0;no;no;no;yes;yes;yes;yes;yes;4;2;2;4;3;2;0;13;12;14
468.0;MS;M;15;U;GT3;T;2;2;health;other;reputation;mother;3;1;0;no;no;no;no;yes;yes;no;no;4;3;3;1;2;4;1;13;12;13
471.0;MS;F;16;R;GT3;T;2;2;at_home;other;course;mother;2;2;1;no;yes;no;yes;no;yes;no;no;4;4;4;2;3;5;2;12;11;12
473.0;MS;M;16;U;LE3;T;2;1;at_home;services;course;mother;2;1;0;no;yes;no;yes;yes;yes;yes;no;2;4;3;2;3;4;4;10;8;10
474.0;MS;M;15;R;LE3;T;1;3;at_home;other;reputation;father;3;1;0;no;yes;no;yes;yes;yes;yes;no;4;2;4;3;5;3;2;10;11;11
476.0;MS;F;16;R;LE3;T;2;1;other;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;yes;5;4;3;1;1;5;2;10;8;8
478.0;MS;F;16;R;GT3;T;1;1;at_home;other;course;father;2;2;3;yes;yes;no;no;yes;yes;no;no;3;4;3;1;1;1;0;7;7;8
480.0;MS;F;19;U;GT3;T;2;3;at_home;services;course;other;1;1;1;no;no;no;no;yes;no;yes;yes;4;4;4;1;1;2;0;9;9;10
481.0;MS;F;17;R;GT3;T;2;1;at_home;other;course;mother;3;1;0;no;yes;no;yes;yes;no;no;yes;5;5;3;1;1;3;2;9;10;11
482.0;MS;F;15;R;LE3;T;1;1;at_home;other;course;mother;2;1;0;no;yes;no;no;yes;no;no;yes;5;2;1;1;3;4;0;9;10;9
485.0;MS;F;17;R;GT3;T;2;2;at_home;other;course;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;3;5;1;2;4;0;11;10;11
486.0;MS;F;16;U;GT3;T;2;2;other;services;course;father;1;1;1;no;yes;yes;yes;no;yes;yes;no;4;4;3;1;4;3;1;9;10;10
488.0;MS;F;19;U;GT3;T;1;1;at_home;services;course;mother;1;3;1;no;no;no;yes;yes;no;no;yes;5;3;1;1;1;3;6;7;9;9
489.0;MS;M;18;R;GT3;T;1;1;other;other;home;mother;2;1;1;no;no;no;yes;yes;no;yes;no;4;4;3;3;4;4;0;8;9;10
490.0;MS;F;18;R;GT3;T;1;1;at_home;at_home;course;mother;2;1;1;no;no;no;no;no;no;yes;yes;3;2;3;1;1;2;4;9;11;10
492.0;MS;F;16;R;GT3;A;2;2;health;other;course;mother;1;2;0;no;no;no;no;no;yes;no;yes;3;3;2;1;1;3;2;8;10;10
494.0;MS;F;16;R;LE3;T;1;2;at_home;other;course;mother;1;2;0;no;no;no;yes;yes;no;yes;no;4;4;5;1;3;3;0;8;9;9
496.0;MS;F;16;R;LE3;T;1;1;services;services;home;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;4;4;2;2;4;2;14;14;14
497.0;MS;M;17;U;GT3;T;3;3;services;at_home;course;mother;2;4;1;no;yes;yes;yes;yes;yes;no;no;5;4;5;3;4;5;0;10;11;10
505.0;MS;F;17;R;GT3;T;1;1;at_home;other;reputation;mother;2;1;0;no;yes;no;yes;no;yes;yes;yes;4;4;5;1;2;5;0;11;11;11
508.0;MS;M;17;R;GT3;T;2;2;other;other;course;mother;3;1;1;no;yes;no;no;no;yes;yes;no;4;4;5;1;2;5;0;10;9;9
511.0;MS;F;17;U;GT3;A;1;0;other;other;other;mother;2;2;0;no;no;no;no;yes;yes;yes;yes;4;4;5;1;1;4;1;11;9;10
517.0;MS;F;16;R;LE3;T;1;2;other;other;reputation;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;5;4;5;1;4;2;0;14;14;15
520.0;MS;F;16;U;LE3;T;1;1;at_home;other;other;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;3;5;6;6;8;8
521.0;MS;F;16;R;GT3;T;2;3;at_home;services;other;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;3;3;3;1;1;2;0;8;10;10
523.0;MS;M;18;U;LE3;T;4;4;at_home;health;home;mother;1;4;0;no;yes;no;yes;yes;no;yes;yes;5;5;5;5;5;5;2;5;6;6
524.0;MS;F;16;R;LE3;T;3;4;at_home;other;other;mother;3;2;0;no;yes;no;no;no;yes;no;no;4;2;1;1;1;2;2;7;9;8
528.0;MS;F;17;R;GT3;T;2;2;at_home;other;other;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;5;1;3;1;2;5;5;9;9;9
531.0;MS;M;17;U;GT3;T;1;1;at_home;services;other;mother;3;2;0;no;no;no;no;yes;yes;yes;yes;5;1;3;3;3;1;0;10;10;10
532.0;MS;M;16;U;GT3;T;2;1;health;services;other;mother;2;2;0;no;no;no;no;no;yes;yes;yes;4;2;2;1;4;5;2;9;7;8
538.0;MS;F;16;R;LE3;T;2;2;other;other;course;mother;1;3;0;no;yes;no;no;no;yes;no;yes;4;3;3;2;2;5;2;11;11;11
548.0;MS;F;17;U;GT3;A;1;1;at_home;at_home;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;5;5;1;2;3;2;11;10;11
552.0;MS;M;19;U;GT3;T;1;1;other;other;other;mother;1;2;2;no;yes;no;yes;yes;no;yes;no;4;4;3;3;4;4;2;9;9;10
553.0;MS;M;17;U;LE3;A;1;0;other;other;home;mother;1;1;0;no;no;no;no;yes;yes;no;yes;4;1;2;1;1;5;4;11;11;12
554.0;MS;F;17;R;GT3;T;1;1;at_home;at_home;course;father;2;1;0;no;yes;no;yes;yes;no;yes;yes;3;5;5;2;2;4;3;10;11;10
556.0;MS;M;16;R;LE3;T;1;2;other;at_home;course;mother;1;1;0;no;no;no;no;yes;yes;no;no;4;4;4;2;4;5;4;9;10;11
557.0;MS;F;17;R;GT3;T;3;1;other;other;course;mother;2;2;3;no;yes;no;yes;no;yes;yes;yes;5;4;4;1;1;5;2;7;9;10
558.0;MS;M;17;R;GT3;T;2;2;other;other;course;mother;2;1;0;no;no;no;yes;yes;no;no;yes;5;5;5;3;5;5;0;8;13;10
559.0;MS;M;18;R;GT3;T;1;0;at_home;at_home;course;other;3;1;1;yes;yes;no;no;yes;yes;no;no;4;3;2;1;1;4;0;12;12;13
560.0;MS;M;17;R;GT3;T;1;1;other;services;course;mother;2;1;0;no;yes;no;yes;no;yes;yes;yes;4;5;5;1;3;2;0;10;9;10
561.0;MS;M;18;U;LE3;T;1;1;at_home;at_home;course;mother;2;2;0;no;yes;no;yes;yes;yes;no;no;4;3;3;1;4;5;6;10;9;10
565.0;MS;M;16;R;LE3;T;1;1;at_home;other;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;4;5;5;2;4;5;0;10;10;9
566.0;MS;M;18;R;GT3;T;1;1;services;other;course;other;2;1;1;no;yes;no;no;yes;no;yes;yes;5;3;3;2;3;5;2;9;7;9
568.0;MS;M;19;U;GT3;T;3;2;at_home;services;course;mother;2;1;3;no;no;no;yes;yes;yes;no;no;3;2;1;1;1;3;4;6;11;9
571.0;MS;M;19;U;GT3;T;2;1;at_home;other;course;other;2;1;3;no;no;no;yes;no;no;yes;yes;4;4;3;1;3;5;4;8;9;9
579.0;MS;M;18;U;LE3;T;1;3;at_home;services;course;mother;1;1;0;no;no;no;no;yes;no;yes;yes;4;3;3;2;3;3;0;9;10;9
580.0;MS;M;19;R;GT3;T;1;1;other;other;home;other;3;1;1;no;yes;no;no;yes;yes;yes;no;4;4;4;3;3;5;4;8;9;10
581.0;MS;F;18;U;GT3;A;1;2;at_home;other;course;mother;2;2;2;no;yes;no;no;yes;yes;no;no;4;3;3;1;1;5;2;6;8;8
582.0;MS;F;19;U;LE3;A;1;1;at_home;other;course;mother;1;1;0;no;yes;no;no;yes;no;no;no;1;4;4;1;1;5;0;6;8;7
583.0;MS;F;18;R;GT3;T;2;2;other;other;other;mother;2;1;1;no;no;no;no;yes;no;yes;yes;5;5;5;1;1;3;0;8;6;0
584.0;MS;F;17;R;GT3;T;0;0;at_home;other;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;4;4;3;1;1;5;0;10;11;11
587.0;MS;F;18;R;LE3;T;2;2;services;services;course;mother;1;2;1;no;yes;no;yes;yes;yes;yes;no;2;3;3;1;2;4;3;7;6;8
590.0;MS;F;18;U;GT3;T;1;1;other;other;course;mother;3;2;2;no;no;no;yes;yes;yes;no;yes;3;4;4;2;2;5;3;7;8;7
593.0;MS;F;18;U;LE3;A;1;2;at_home;other;reputation;mother;2;2;0;no;no;no;no;yes;yes;yes;no;4;4;3;1;2;4;0;12;13;14
600.0;MS;M;17;R;GT3;T;1;1;other;services;other;father;3;1;0;no;no;no;no;no;no;no;no;4;2;3;3;4;4;4;12;13;14
601.0;MS;F;18;U;GT3;T;2;2;other;other;course;mother;2;2;0;no;yes;no;no;no;yes;yes;yes;1;3;1;1;1;2;4;8;8;10
602.0;MS;F;18;U;LE3;T;2;2;services;services;course;father;2;3;0;no;no;no;no;yes;yes;yes;yes;5;4;5;1;4;3;0;11;12;13
604.0;MS;F;18;U;GT3;T;1;1;at_home;services;course;mother;3;2;1;no;no;no;no;yes;no;no;no;4;4;2;1;2;2;2;9;10;10
605.0;MS;F;19;U;GT3;T;1;1;at_home;services;other;father;2;1;1;no;no;no;no;yes;no;no;no;5;5;5;2;3;2;0;5;0;0
608.0;MS;F;18;U;LE3;A;1;1;at_home;services;course;mother;1;2;0;no;no;no;no;yes;yes;no;yes;5;2;3;1;2;3;2;8;10;11
610.0;MS;F;19;R;GT3;A;1;1;at_home;at_home;course;other;2;2;3;no;yes;no;yes;yes;no;no;yes;3;5;4;1;4;1;0;8;0;0
616.0;MS;M;18;U;LE3;T;1;1;other;services;home;father;2;1;0;no;no;no;no;no;yes;yes;yes;3;3;2;1;2;3;2;14;13;14
618.0;MS;F;18;R;LE3;A;1;2;at_home;other;course;mother;3;2;0;no;no;no;no;yes;yes;no;yes;4;3;4;1;4;5;0;16;15;15
622.0;MS;M;18;R;GT3;T;1;3;at_home;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;no;no;3;3;4;2;4;3;0;8;10;9
624.0;MS;F;17;R;GT3;T;1;1;other;services;reputation;mother;3;1;1;no;yes;no;no;yes;yes;yes;yes;5;2;1;1;2;1;0;8;8;9
627.0;MS;M;18;R;LE3;T;1;2;at_home;services;other;father;3;1;0;no;yes;no;yes;yes;no;yes;yes;4;3;3;2;3;3;3;9;10;10
631.0;MS;F;18;R;GT3;T;1;1;other;other;home;mother;4;3;0;no;no;no;no;yes;yes;yes;no;4;3;2;1;2;4;4;10;11;12
632.0;MS;F;19;R;GT3;T;1;1;at_home;other;course;other;2;2;1;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;1;3;4;7;8;9
637.0;MS;M;18;R;GT3;T;2;1;other;other;other;mother;2;1;0;no;no;no;yes;no;yes;yes;yes;4;4;3;1;3;5;0;7;7;0
639.0;MS;M;19;R;GT3;T;1;1;other;services;other;mother;2;1;1;no;no;no;no;yes;yes;no;no;4;3;2;1;3;5;0;5;8;0
641.0;MS;F;18;R;GT3;T;2;2;at_home;other;other;mother;2;3;0;no;no;no;no;yes;yes;no;no;5;3;3;1;3;4;0;14;17;15
646.0;MS;F;18;U;GT3;T;1;1;other;other;course;mother;2;2;0;no;no;no;yes;yes;yes;no;no;1;1;1;1;1;5;6;11;12;9
