;school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
45.0;GP;F;15;U;LE3;A;4;3;other;other;course;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;yes;5;2;2;1;1;5;8;8;8;6
46.0;GP;F;16;U;LE3;A;3;3;other;services;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;3;5;1;4;3;12;11;12;11
47.0;GP;M;16;U;GT3;T;4;3;health;services;reputation;mother;1;4;0;no;no;no;yes;yes;yes;yes;no;4;2;2;1;1;2;4;19;19;20
48.0;GP;M;15;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;no;no;4;3;3;2;2;5;2;15;15;14
49.0;GP;F;15;U;GT3;T;4;4;services;teacher;other;father;1;2;1;yes;yes;no;yes;no;yes;yes;no;4;4;4;1;1;3;2;7;7;7
54.0;GP;F;15;U;LE3;A;3;3;other;other;other;mother;1;1;0;no;no;yes;no;yes;yes;yes;no;5;3;4;4;4;1;6;10;13;13
55.0;GP;F;16;U;GT3;A;2;1;other;other;other;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;5;3;4;1;1;2;8;8;9;10
57.0;GP;M;15;U;GT3;T;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;3;2;2;1;1;5;4;14;15;15
60.0;GP;F;16;R;GT3;T;4;4;health;teacher;other;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;2;4;4;2;3;4;6;10;11;11
63.0;GP;F;16;U;GT3;T;4;3;teacher;health;home;mother;1;3;0;yes;yes;yes;yes;yes;yes;yes;no;3;4;4;2;4;4;2;10;9;9
65.0;GP;F;16;U;LE3;T;4;3;teacher;services;course;mother;3;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;2;1;2;16;15;15
66.0;GP;M;15;U;GT3;A;4;4;other;services;reputation;mother;1;4;0;no;yes;no;yes;no;yes;yes;yes;1;3;3;5;5;3;4;13;13;12
67.0;GP;F;16;U;GT3;T;3;1;services;other;course;mother;1;4;0;yes;yes;yes;no;yes;yes;yes;no;4;3;3;1;2;5;4;7;7;6
69.0;GP;F;15;R;LE3;T;3;1;other;other;reputation;father;2;4;0;no;yes;no;no;no;yes;yes;no;4;4;2;2;3;3;12;16;16;16
75.0;GP;M;15;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;2;3;5;6;9;9;10
76.0;GP;M;15;U;GT3;T;4;0;teacher;other;course;mother;2;4;0;no;no;no;yes;yes;yes;yes;no;3;4;3;1;1;1;8;11;11;10
79.0;GP;F;16;U;GT3;T;3;4;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;4;3;1;2;3;12;5;5;5
82.0;GP;F;15;U;LE3;T;3;2;services;other;reputation;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;4;4;1;1;5;10;7;6;6
83.0;GP;M;15;U;LE3;T;2;2;services;services;home;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;5;3;3;1;3;4;4;15;15;15
85.0;GP;F;15;U;GT3;T;4;4;services;services;reputation;father;2;2;2;no;no;yes;no;yes;yes;yes;yes;4;4;4;2;3;5;6;7;9;8
87.0;GP;F;15;U;GT3;T;4;2;other;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;3;1;4;13;14;14
88.0;GP;M;16;U;GT3;T;2;2;services;other;reputation;father;2;2;1;no;no;yes;yes;no;yes;yes;no;4;4;2;1;1;3;12;11;10;10
91.0;GP;F;15;U;GT3;T;4;3;services;other;reputation;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;4;5;5;1;3;1;4;16;17;18
92.0;GP;F;16;U;LE3;T;3;1;other;other;home;father;1;2;0;yes;yes;no;no;yes;yes;no;no;3;3;3;2;3;2;4;7;6;6
96.0;GP;M;16;R;GT3;T;4;3;services;other;reputation;mother;2;1;0;yes;yes;no;yes;no;yes;yes;no;3;3;3;1;1;4;2;11;15;15
98.0;GP;F;16;U;GT3;T;4;4;other;other;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;2;1;6;11;14;14
102.0;GP;M;15;U;GT3;T;4;4;services;other;course;mother;1;1;0;no;yes;no;yes;no;yes;yes;no;5;3;3;1;1;5;4;10;13;14
105.0;GP;F;15;U;GT3;A;3;3;other;health;reputation;father;1;4;0;yes;no;no;no;yes;yes;no;no;4;3;3;1;1;4;10;10;11;11
106.0;GP;F;15;U;GT3;T;2;2;other;other;course;mother;1;4;0;yes;yes;yes;no;yes;yes;yes;no;5;1;2;1;1;3;8;7;8;8
108.0;GP;M;15;R;GT3;T;4;4;other;other;home;father;4;4;0;no;yes;yes;yes;yes;yes;yes;yes;1;3;5;3;5;1;6;10;13;13
109.0;GP;F;16;U;LE3;T;4;4;health;health;other;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;5;4;5;1;1;4;4;14;15;16
110.0;GP;M;15;U;LE3;A;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;5;3;1;1;4;6;18;19;19
113.0;GP;M;15;U;LE3;T;4;2;teacher;other;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;5;2;1;1;3;10;18;19;19
115.0;GP;M;16;U;GT3;T;4;4;teacher;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;2;5;2;15;15;16
116.0;GP;M;15;U;GT3;T;4;4;other;teacher;reputation;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;4;3;1;1;2;2;11;13;14
119.0;GP;M;15;U;GT3;T;3;4;other;other;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;3;1;2;4;6;14;13;13
121.0;GP;M;15;U;GT3;T;2;2;services;services;home;father;1;4;0;no;yes;yes;yes;yes;yes;yes;no;5;5;4;1;2;5;6;16;14;15
129.0;GP;M;16;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;3;5;5;2;5;4;8;18;18;18
141.0;GP;M;16;U;LE3;T;2;2;services;services;reputation;father;2;1;2;no;yes;no;yes;yes;yes;yes;no;2;3;3;2;2;2;8;9;9;9
152.0;GP;F;15;R;GT3;T;3;3;services;services;reputation;other;2;3;2;no;yes;yes;yes;yes;yes;yes;yes;4;2;1;2;3;3;8;10;10;10
157.0;GP;F;18;R;GT3;T;1;1;at_home;other;course;mother;3;1;3;no;yes;no;yes;no;yes;no;no;5;2;5;1;5;4;6;9;8;10
159.0;GP;M;16;U;GT3;T;3;3;other;services;course;father;1;2;1;no;yes;yes;no;yes;yes;yes;yes;4;5;5;4;4;5;4;10;12;12
161.0;GP;M;15;R;GT3;T;3;2;other;other;course;mother;2;2;2;yes;yes;no;no;yes;yes;yes;yes;4;4;4;1;4;3;6;5;9;7
174.0;GP;F;16;U;LE3;T;3;3;other;other;reputation;mother;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;4;5;1;1;4;4;10;11;9
175.0;GP;M;17;U;LE3;T;4;3;teacher;other;course;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;4;4;4;4;4;4;4;10;9;9
177.0;GP;M;17;U;GT3;T;3;3;other;other;reputation;father;1;2;0;no;no;no;yes;no;yes;yes;no;4;3;4;1;4;4;4;6;5;6
178.0;GP;M;16;R;GT3;T;4;2;teacher;services;other;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;3;4;3;10;10;8;9
179.0;GP;M;17;U;GT3;T;4;3;other;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;5;2;3;1;1;2;4;10;10;11
180.0;GP;M;16;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;4;3;2;3;3;10;9;8;8
190.0;GP;F;16;U;GT3;T;2;3;services;services;course;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;2;10;11;12;13
196.0;GP;M;17;U;GT3;T;4;4;services;teacher;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;2;3;1;2;5;4;17;15;16
197.0;GP;M;16;R;LE3;T;3;3;teacher;other;home;father;3;1;0;no;yes;yes;yes;yes;yes;yes;no;3;3;4;3;5;3;8;9;9;10
202.0;GP;F;17;U;GT3;T;1;1;other;other;course;mother;1;2;0;no;yes;yes;no;no;yes;no;no;4;4;4;1;3;1;4;9;9;10
206.0;GP;F;16;U;GT3;A;3;1;services;other;course;mother;1;2;3;no;yes;yes;no;yes;yes;yes;no;2;3;3;2;2;4;5;7;7;7
207.0;GP;F;16;U;GT3;T;4;3;teacher;other;other;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;1;3;2;1;1;1;10;11;12;13
209.0;GP;F;17;R;GT3;T;4;3;teacher;other;reputation;mother;2;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;2;1;1;4;6;7;7;7
210.0;GP;F;19;U;GT3;T;3;3;other;other;reputation;other;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;2;3;10;8;8;8
226.0;GP;F;17;U;GT3;T;3;2;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;3;3;10;16;15;15
229.0;GP;F;17;U;GT3;A;2;1;other;other;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;3;2;3;1;2;3;10;12;10;12
231.0;GP;M;17;R;GT3;T;2;2;other;other;course;father;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;5;2;1;1;1;4;11;11;11
235.0;GP;M;16;U;GT3;T;3;2;at_home;other;reputation;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;5;3;3;1;3;2;10;11;9;10
236.0;GP;M;17;U;LE3;T;2;2;other;other;home;father;1;2;0;no;no;yes;yes;no;yes;yes;yes;4;4;2;5;5;4;4;14;13;13
241.0;GP;M;17;R;LE3;A;4;4;teacher;other;course;mother;2;2;0;no;yes;yes;no;yes;yes;yes;no;3;3;3;2;3;4;2;10;11;12
252.0;GP;M;18;U;GT3;T;2;1;services;services;other;mother;1;1;1;no;no;no;no;no;no;yes;no;3;2;5;2;5;5;4;6;9;8
256.0;GP;F;17;U;LE3;T;4;2;teacher;services;reputation;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;2;3;1;1;4;6;14;12;13
257.0;GP;M;19;U;LE3;A;4;3;services;at_home;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;1;1;1;1;12;11;11;11
258.0;GP;M;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;2;4;1;2;4;8;15;14;14
263.0;GP;F;17;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;no;no;yes;no;yes;no;no;3;2;3;1;1;4;4;10;9;9
266.0;GP;M;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;no;no;yes;yes;yes;yes;yes;yes;5;4;4;3;4;5;2;9;9;10
267.0;GP;F;18;R;GT3;T;4;4;teacher;other;reputation;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;4;3;4;2;2;4;8;12;10;11
271.0;GP;F;18;U;GT3;T;2;3;other;services;reputation;father;1;4;0;no;yes;yes;yes;yes;yes;yes;yes;4;5;5;1;3;2;4;15;14;14
279.0;GP;M;18;U;LE3;T;4;3;teacher;services;course;mother;2;1;0;no;no;yes;yes;yes;yes;yes;no;4;2;3;1;2;1;8;10;11;10
288.0;GP;M;18;U;GT3;T;2;1;services;services;reputation;mother;1;3;0;no;no;yes;yes;yes;yes;yes;no;4;2;4;1;3;2;6;15;14;14
289.0;GP;M;18;U;LE3;A;4;4;teacher;teacher;reputation;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;5;4;3;1;1;2;9;15;13;15
297.0;GP;F;18;U;LE3;T;4;3;other;other;home;other;2;2;0;no;yes;yes;no;yes;yes;yes;yes;4;4;5;1;2;2;10;10;8;8
299.0;GP;M;18;U;LE3;T;4;4;teacher;teacher;home;mother;1;1;0;no;yes;yes;no;yes;yes;yes;yes;1;4;2;2;2;1;5;16;15;16
305.0;GP;F;18;U;GT3;T;2;4;services;at_home;reputation;other;1;2;1;no;yes;yes;yes;yes;yes;yes;no;4;4;3;1;1;3;8;14;12;12
312.0;GP;M;19;U;GT3;T;1;2;other;services;course;other;1;2;1;no;no;no;no;no;yes;yes;no;4;5;2;2;2;4;3;13;11;11
317.0;GP;F;18;U;GT3;T;4;3;other;other;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;4;3;4;1;1;5;9;9;10;9
321.0;GP;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;2;2;1;1;3;12;11;9;9
322.0;GP;F;17;R;LE3;T;2;2;services;services;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3;3;2;2;2;3;3;11;11;11
325.0;GP;M;18;U;GT3;T;4;4;other;other;course;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;2;2;3;3;9;12;11
326.0;GP;M;17;U;GT3;T;3;3;other;services;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;4;3;5;3;5;5;3;14;15;16
328.0;GP;F;17;U;GT3;T;4;4;teacher;services;course;mother;1;3;0;no;yes;yes;yes;yes;yes;yes;no;5;4;4;1;3;4;7;10;9;9
329.0;GP;F;17;U;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;no;yes;yes;no;no;yes;yes;yes;4;3;3;1;2;4;4;14;14;14
330.0;GP;M;18;U;LE3;T;2;2;other;other;course;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;5;5;2;4;5;2;9;8;8
338.0;GP;F;18;U;LE3;T;3;3;services;services;home;mother;1;4;0;no;yes;no;no;yes;yes;yes;no;5;3;3;1;1;1;7;16;15;17
339.0;GP;F;17;R;GT3;A;3;2;other;other;home;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;2;3;2;4;9;10;10
340.0;GP;F;19;U;GT3;T;2;1;services;services;home;other;1;3;1;no;no;yes;yes;yes;yes;yes;yes;4;3;4;1;3;3;4;11;12;11
342.0;GP;M;18;U;LE3;T;3;4;services;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;3;1;3;5;11;16;15;15
345.0;GP;F;18;U;GT3;T;3;2;other;services;other;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;4;3;2;3;1;7;13;13;14
346.0;GP;M;18;R;GT3;T;4;3;teacher;services;course;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;3;2;1;2;4;9;16;15;16
354.0;MS;M;17;R;GT3;T;4;3;services;other;home;mother;2;2;0;no;yes;yes;yes;no;yes;yes;yes;4;5;5;1;3;2;4;13;11;11
356.0;MS;F;17;R;GT3;T;4;4;teacher;services;other;father;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;2;5;4;12;13;13
369.0;MS;F;18;R;GT3;T;4;4;other;teacher;other;father;3;2;0;no;yes;yes;no;no;yes;yes;yes;3;2;2;4;2;5;10;14;12;11
370.0;MS;F;19;U;LE3;T;3;2;services;services;home;other;2;2;2;no;no;no;yes;yes;yes;no;yes;3;2;2;1;1;3;4;7;7;9
372.0;MS;F;17;U;GT3;T;2;2;other;at_home;home;mother;1;3;0;no;no;no;yes;yes;yes;no;yes;3;4;3;1;1;3;8;13;11;11
376.0;MS;F;20;U;GT3;T;4;2;health;other;course;other;2;3;2;no;yes;yes;no;no;yes;yes;yes;5;4;3;1;1;3;4;15;14;15
377.0;MS;F;18;R;LE3;T;4;4;teacher;services;course;mother;1;2;0;no;no;yes;yes;yes;yes;yes;no;5;4;3;3;4;2;4;8;9;10
380.0;MS;M;18;U;GT3;T;4;4;teacher;teacher;home;father;1;2;0;no;no;yes;yes;no;yes;yes;no;3;2;4;1;4;2;4;15;14;14
391.0;MS;M;17;U;LE3;T;3;1;services;services;course;mother;2;1;0;no;no;no;no;no;yes;yes;no;2;4;5;3;4;2;3;14;16;16
392.0;MS;M;21;R;GT3;T;1;1;other;other;course;other;1;1;3;no;no;no;no;no;yes;no;no;5;5;3;3;3;3;3;10;8;7
